Tag,brandNameTH,brandNameEN,headLineTH,points,ussdNo,conditionTH,categoryTH,categoryType,locationTH,Mass,Gold
"Privilege","Embassy Diplomat Screen by AIS","Embassy Diplomat Screen by AIS","เซเรเนด เข้าใช้บริการ AIS LOUNGE ฟรี","0","*545*620#","1.กรุณากดรับสิทธิ์ต่อหน้าพนักงานพร้อมแสดงข้อความในโทรศัพท์เคลื่อนที่ของท่านก่อนรับสิทธิ์<br>2.สงวนสิทธิ์สำหรับลูกค้าเอไอเอส เซเรเนดเท่านั้น<br>3.สงวนสิทธิ์ 1 หมายเลข / 1 สิทธิ์ / วัน<br>4.สงวนสิทธิ์สำหรับการเข้าใช้พื้นที่ภายใน AIS LOUNGE เท่านั้น (ไม่มี  Snack และ เครื่องดื่ม)","เซเรเนด","PRIVILEGE","AIS LOUNGE โรงภาพยนตร์ Embassy Diplomat Screens by AIS ศูนย์การค้าเซ็นทรัล เอ็มบาสซี ชั้น 6","เซเรเนด เข้าใช้บริการ AIS LOUNGE ฟรี",""
"Privilege","Bellugg","Bellugg","รับส่วนลด 100 บาท","0","*545*60001#","1.1 หมายเลข/1 สิทธิ์/เดือน <br>
2.กรุณาแจ้งพนักงานและแสดงรหัสตอบกลับก่อนรับสิทธิ์ทุกครั้ง <br>
3.จำกัดสิทธิ์ 2,000 สิทธิ์ / เดือน <br>
4.สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป","ท่องเที่ยวและเดินทาง","PRIVILEGE","เคาน์เตอร์ Bellugg (EmQuartier ชั้น B1, ตลาดสวนจตุจักร ซอย 35/5)","รับส่วนลด 100 บาท เมื่อใช้บริการ รับ-ส่ง กระเป๋าเดินทาง จาก Bellugg delivery service ","ซื้อ 1 ฟรี 1 เมื่อใช้บริการ รับ-ส่ง กระเป๋าเดินทาง จาก Bellugg delivery service "
"Privilege","เจ้าพระยาทัวร์ริสโบ๊ท","เจ้าพระยาทัวร์ริสโบ๊ท","ลูกค้า AIS และ AIS Fibre รับส่วนลด 40 บาท","0","*545*163#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 300 บาทขึ้นไป<br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน<br> 
3. สงวนสิทธิ์ 1,000 สิทธิ์ / เดือน<br>
4. สิทธิพิเศษนี้สำหรับบัตรโดยสารประเภท 1 วัน ( One-Day River Pass, One-Night River Pass และ All Day All Night Pass ) และสามารถใช้เดินทางภายในวันที่ที่ระบุบนตั๋วโดยสาร โดยไม่จำกัดจำนวนเที่ยว<br<
5. ใช้สิทธิ์ได้ที่ ท่าเรือสาทร เท่านั้น
","ท่องเที่ยวและเดินทาง","PRIVILEGE","ท่าเรือสาทร เท่านั้น","รับส่วนลด 40 สำหรับบัตรโดยสาร One-Day River Pass หรือ One-Night River Pass ปกติ 200 บาท หรือ All Day All Night Pass ปกติ 300 บาท ",""
"Privilege","เอวิส ","AVIS Car Rental","ลูกค้าเอไอเอส เช่ารถขับเองกับ AVIS เริ่มต้น 699 บ. ลูกค้าเซเรเนดรับสิทธิ์คืนรถช้า 6 ชม. (ลูกค้าทั่วไป 4 ชม.)","0","*545*966#","•	จำกัดสิทธิ์ 1 หมายเลข / 2 สิทธิ์ ต่อเดือน  
•	สงวนสิทธิ์สำหรับลูกค้าที่มียอดใช้จ่ายรายเดือน มากกว่า 100 บาท
•	สิทธิพิเศษนี้ สามารถใช้ได้ทั้งลูกค้าที่จดทะเบียนในนามบุคคล
และนิติบุคคล
","ท่องเที่ยวและเดินทาง","PRIVILEGE","https://www.avisthailand.com/ais","ลูกค้า AIS เช่ารถขับเอง ในราคาพิเศษ
อัตราค่าเช่าพิเศษ 699 บาท/วัน (Eco Car/1,200cc) เมื่อเช่า 2 วันขึ้นไป   
","ลูกค้า AIS เช่ารถขับเอง ในราคาพิเศษ 699 บาท/วัน (Eco Car/1,200cc) เมื่อเช่า 2 วันขึ้นไป   
วิธีการรับสิทธิ์
•	ลูกค้ากด *545*966#  เพื่อรับรหัสสิทธิพิเศษ
•	ลูกค้าเอไอเอส ต้องจองล่วงหน้าผ่าน https://www.avisthailand.com/ais  หรือ 
สอบถามเพิ่มเติมที่ AVIS Rent A Car โทร. 02251-1131 
•	ใส่ Privilege code ของท่าน เมื่อทำการจองรถ

"
"Privilege","Bellugg","Bellugg","รับส่วนลด 100 บาท","0","*545*60001#","1.1 หมายเลข/1 สิทธิ์/เดือน <br>
2.กรุณาแจ้งพนักงานและแสดงรหัสตอบกลับก่อนรับสิทธิ์ทุกครั้ง <br>
3.จำกัดสิทธิ์ 2,000 สิทธิ์ / เดือน <br>
4.สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป","ท่องเที่ยวและเดินทาง","PRIVILEGE","เคาน์เตอร์ Bellugg (EmQuartier ชั้น B1, ตลาดสวนจตุจักร ซอย 35/5)","รับส่วนลด 100 บาท เมื่อใช้บริการ รับ-ส่ง กระเป๋าเดินทาง จาก Bellugg delivery service ","ซื้อ 1 ฟรี 1 เมื่อใช้บริการ รับ-ส่ง กระเป๋าเดินทาง จาก Bellugg delivery service "
"Privilege","เจ้าพระยาทัวร์ริสโบ๊ท","เจ้าพระยาทัวร์ริสโบ๊ท","ลูกค้า AIS และ AIS Fibre รับส่วนลด 40 บาท","0","*545*163#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 300 บาทขึ้นไป<br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน<br> 
3. สงวนสิทธิ์ 1,000 สิทธิ์ / เดือน<br>
4. สิทธิพิเศษนี้สำหรับบัตรโดยสารประเภท 1 วัน ( One-Day River Pass, One-Night River Pass และ All Day All Night Pass ) และสามารถใช้เดินทางภายในวันที่ที่ระบุบนตั๋วโดยสาร โดยไม่จำกัดจำนวนเที่ยว<br<
5. ใช้สิทธิ์ได้ที่ ท่าเรือสาทร เท่านั้น
","ท่องเที่ยวและเดินทาง","PRIVILEGE","ท่าเรือสาทร เท่านั้น","รับส่วนลด 40 สำหรับบัตรโดยสาร One-Day River Pass หรือ One-Night River Pass ปกติ 200 บาท หรือ All Day All Night Pass ปกติ 300 บาท ",""
"Privilege","เอวิส ","AVIS Car Rental","ลูกค้าเอไอเอส เช่ารถขับเองกับ AVIS เริ่มต้น 699 บ. ลูกค้าเซเรเนดรับสิทธิ์คืนรถช้า 6 ชม. (ลูกค้าทั่วไป 4 ชม.)","0","*545*966#","•	จำกัดสิทธิ์ 1 หมายเลข / 2 สิทธิ์ ต่อเดือน  
•	สงวนสิทธิ์สำหรับลูกค้าที่มียอดใช้จ่ายรายเดือน มากกว่า 100 บาท
•	สิทธิพิเศษนี้ สามารถใช้ได้ทั้งลูกค้าที่จดทะเบียนในนามบุคคล
และนิติบุคคล
","ท่องเที่ยวและเดินทาง","PRIVILEGE","https://www.avisthailand.com/ais","ลูกค้า AIS เช่ารถขับเอง ในราคาพิเศษ
อัตราค่าเช่าพิเศษ 699 บาท/วัน (Eco Car/1,200cc) เมื่อเช่า 2 วันขึ้นไป   
","ลูกค้า AIS เช่ารถขับเอง ในราคาพิเศษ 699 บาท/วัน (Eco Car/1,200cc) เมื่อเช่า 2 วันขึ้นไป   
วิธีการรับสิทธิ์
•	ลูกค้ากด *545*966#  เพื่อรับรหัสสิทธิพิเศษ
•	ลูกค้าเอไอเอส ต้องจองล่วงหน้าผ่าน https://www.avisthailand.com/ais  หรือ 
สอบถามเพิ่มเติมที่ AVIS Rent A Car โทร. 02251-1131 
•	ใส่ Privilege code ของท่าน เมื่อทำการจองรถ

"
"Privilege","เชิดชัยทัวร์","","รับส่วนลด 30 บาท เมื่อซื้อตั๋วโดยสาร เชิดชัยทัวร์ ทุกวันศุกร์ เสาร์ และอาทิตย์","0","*545*84#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 300 บาทต่อเดือนขึ้นไป<br>
2. 1 หมายเลข / 1 ครั้ง / เดือน  <br>
3. สิทธิพิเศษนี้สำหรับการซื้อตั๋วและชำระเงิน ณ จุดจำหน่ายตั๋วในวันศุกร์ เสาร์ อาทิตย์ แต่สามารถเดินทางได้ทุกวัน (ไม่รวมจองผ่านโทรศัพท์)<br>
4. จำกัด 2,000 สิทธิ์ / เดือน<br>
","ไลฟ์สไตล์","PRIVILEGE","","รับส่วนลด 30 บาท เมื่อซื้อตั๋วโดยสาร เชิดชัยทัวร์ ทุกวันศุกร์ เสาร์ และอาทิตย์",""
"Privilege","ลิตเติ้ล เชลเตอร์","Little Shelter","จ่ายเริ่มต้นเพียง 3,250 บาท/คืน ","0","*545*630*16#","สิทธิพิเศษนี้สำหรับลูกค้าเอไอเอส เซเรเนดเท่านั้น ","ไลฟ์สไตล์","PRIVILEGE","โรงแรม Little Shelter เชียงใหม่","","จ่ายเริ่มต้นเพียง 3,250 บาท/คืน เมื่อจองห้องพัก Little Comfy 2 คืนติดต่อกัน"
"Privilege","Spartanz Gym","Spartanz Gym","รับส่วนลด 10% ","0","*545*60285#","1.1 หมายเลข/1 สิทธิ์/เดือน <br>
2.กรุณาแจ้งพนักงานและแสดงรหัสตอบกลับก่อนรับสิทธิ์ทุกครั้ง <br>
3.สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป","ไลฟ์สไตล์","PRIVILEGE","ร้าน Spartanz Gym จ.สระบุรี","รับส่วนลด 10% เมื่อสมัคร เล่นฟิตเนสรายเดือน (ราคา 950 บาท)",""
"Privilege","เรือเจ้าพระยาครุยส์ ","Chaophraya Cruise","ลูกค้าเซเรเนด เอไอเอส และ เอไอเอส ไฟเบอร์ รับส่วนลดสุดพิเศษจากเรือเจ้าพระยาครุยส์","0","*545*661#","1.ลูกค้าเซเนเนด ลูกค้าเอไอเอส และเอไอเอส ไฟเบอร์ ที่มียอดค่าใช้บริการ 100 บาทขึ้นไป <br>
2. 1 หมายเลข รับ 2 สิทธิ์ / สัปดาห์ <br>
3. รายการส่วนลดไม่สามารถโอน/เปลี่ยน/แลก/ทอนเป็นเงินสดได้ <br>
4. สำรองที่นั่งล่วงหน้า 3 วัน <br>
5. เงื่อนไขเป็นไปตามที่ Chaophraya Cruise กำหนด <br>

<br>
วิธีรับสิทธิ์<br>
1. กด *545*661# โทรออก เพื่อรับรหัส <br>
2. แจ้งรหัส และข้อความ เพื่อรับส่วนลดเมื่อโทรสำรองที่นั่ง ","ไลฟ์สไตล์","PRIVILEGE","เรือเจ้าพระยาครุยส์ โทรสำรองที่นั่ง 02-541-5599 ล่วงหน้า 3 วัน","พิเศษ..รับส่วนลดล่องเรือพร้อมรับประทานอาหารค่ำ(บุฟเฟ่ต์)บนเรือเจ้าพระยาครุยส์ <br>
<br>
ลูกค้าเซเรเนด จ่ายเพียง 800 บาท จาก 1,700 บาท <br>
ลูกค้าเอไอเอส และ เอไอเอส ไฟเบอร์ จ่ายเพียง 1,200 บาท จาก 1,700 บาท <br>
<br>",""
"Privilege","เดอะ สมอล เชียงใหม่","The Small Hotel Chiang Mai","พัก 1 คืน ฟรี 1 คืน","0","*545*630*15#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการ 100 บาทต่อเดือนขึ้นไป<br>
2. ไม่สามารถใช้ได้ในวันหยุดนักขัตฤกษ์, วันหยุดต่อเนื่อง<br> 
3. สำรองห้องพัก และรายละเอียดเพิ่มเติม โทร. 02-234-9400 เวลา 8.30 – 17.30 น.
","ไลฟ์สไตล์","PRIVILEGE","The Small Hotel เชียงใหม่","ลูกค้าเอไอเอสและเอไอเอส ไฟเบอร์ พัก 1 คืน ฟรี 1 คืน เมื่อจองห้องพัก Plus Petit room ในราคา 1,500/คืน รวมอาหารเช้า สำหรับ 2 ท่าน",""
"Privilege","กระบี่ ลา พลาญ่า รีสอร์ท","Krabi La Playa Resort","พัก 1 คืน ฟรี 1 คืน","0","*545*630*13#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการ 100 บาทต่อเดือนขึ้นไป<br>
2. ไม่สามารถใช้ได้ในวันหยุดนักขัตฤกษ์, วันหยุดต่อเนื่อง<br> 
3. สำรองห้องพัก และรายละเอียดเพิ่มเติม โทร. 02-234-9400 เวลา 8.30 – 17.30 น.
","ไลฟ์สไตล์","PRIVILEGE","Krabi La Playa Resort","ลูกค้าเอไอเอสและเอไอเอส ไฟเบอร์ พัก 1 คืน ฟรี 1 คืน เมื่อจองห้องพัก Superior room ในราคา 2,500/คืน รวมอาหารเช้า สำหรับ 2 ท่าน",""
"Privilege","เดอะสมอลล์โฮเทล กระบี่","The Small Hotel Krabi","พัก 1 คืน ฟรี 1 คืน","0","*545*630*14#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการ 100 บาทต่อเดือนขึ้นไป<br>
2. ไม่สามารถใช้ได้ในวันหยุดนักขัตฤกษ์, วันหยุดต่อเนื่อง<br>
3. สำรองห้องพัก และรายละเอียดเพิ่มเติม โทร. 02-234-9400 เวลา 8.30 – 17.30 น.
","ไลฟ์สไตล์","PRIVILEGE","The Small Hotel กระบี่ ","ลูกค้าเอไอเอสและเอไอเอส ไฟเบอร์ พัก 1 คืน ฟรี 1 คืน เมื่อจองห้องพัก Studio room ในราคา 2,200/คืน รวมอาหารเช้า สำหรับ 2 ท่าน",""
"Privilege","Seektour","Seektour","รับส่วนลด 500 บาท","0","*545*86#","ลูกค้า AIS กด *545*86#  รับรหัสเพื่อใช้สิทธิ์<br> 
ลูกค้า AIS Fibre กดผ่าน my AIS app เพื่อรับสิทธิ์<br> 
ที่ www.seektour.com<br> 
<br> 
เงื่อนไข<br> 
1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 300  บาทต่อเดือนขึ้นไป<br> 
2. สงวนสิทธิ์ 1 หมายเลข / 1 สิทธิ์ / เดือน<br> 
3. ส่วนลดสูงสุด 500 บาท สำหรับการจองแพ็กเกจทัวร์ท่องเที่ยวเท่านั้น<br> 
4. สำหรับการจองตั้งแต่วันที่ 16 กรกฎาคม 2562 – 31 ธันวาคม 2562<br> 
5. สามารถใช้ได้สำหรับการจองทุกแพ็กเกจทัวร์โดยไม่จำกัดประเทศและช่วงเวลาที่ไป ขึ้นอยู่กับนโยบายของแต่ละบริษัท<br> 
6. สามารถใช้สำหรับการชำระเงินในสกุล บาท เท่านั้น<br> 
7. สำหรับการจองผ่านเว็บไซต์ Seektour.com เท่านั้น<br> 
8. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับโปรโมชั่นอื่นได้ เว้นแต่จะมีการระบุไว้<br> 
9. ส่วนลดนี้ไม่สามารถเปลี่ยนเป็นเงินสดได้<br> 
10. Seektour ขอสงวนสิทธิ์ในการระงับสิทธิ์การใช้ส่วนลดในอนาคต ต่อลูกค้าที่ละเมิดข้อกำหนดและเงื่อนไขของโปรโมชั่น หรือใช้โปรโมชั่นในทางที่ผิด<br> 
11. การใช้โปรโมชั่นในทางที่ผิด หมายถึง การใช้งานที่ผิดพลาด ทุจริต หรือ กระทำเพื่อผลประโยชน์ทางธุรกิจ<br> 
12. Seektour ขอสงวนสิทธิ์ที่จะไม่รับผิดชอบทดแทนส่วนลดหรือรหัสส่วนลดที่ถูกระงับ ยกเลิก หรือถูกใช้งานโดยไม่ถูกต้องไม่ว่าจะในกรณีทุจริตหรือปัญหาทางเทคนิค<br> 
13. Seektour ขอสงวนสิทธิ์ในการเปลี่ยนแปลงข้อกำหนดและเงื่อนไข หรือระงับโปรโมชั่น โดยไม่ต้องแจ้งให้ทราบล่วงหน้า<br> 
14. สอบถามรายละเอียดเพิ่มเติมโทร 080-776–9538 เวลา 8.0024.00 น.  หรือ Line : @seektour, Email :partner@seektour.com , Website : www.seektour.com
","ไลฟ์สไตล์","PRIVILEGE","www.seektour.com","ลูกค้า AIS และ AIS Fibre รับส่วนลด 500 บาทเมื่อจองแพ็กเกจทัวร์ กับ seektour.com",""
"Privilege","เจ้าพระยา ริเวอร์ ไลน์","chaophrayariverline","ซื้อตั๋วเรือแบบ 24 ชม. ราคาพิเศษ","0","*545*172#","1. จำกัด 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
2. สิทธิพิเศษนี้จำกัดจำนวน 1,000 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fiber ที่มียอดค่าใช้บริการเฉลี่ยเดือนละ 300 บาทต่อเดือนขึ้นไป <br>
4. งดรับสิทธิ์จากการถ่ายภาพหน้าจอหรือการทุจริตใดๆ <br>
5. สิทธิพิเศษนี้เฉพาะการซื่อตั๋วเรือท่องเที่ยวแบบ 24 ชั่วโมงเท่านั้น","ไลฟ์สไตล์","PRIVILEGE","จุดจำหน่ายตั๋วเรือ เจ้าพระยาริเวอร์ไลน์ (8 ท่าเรือ)","ซื้อตั๋วเรือท่องเที่ยวแบบ 24 ชม. สำหรับ 2 ท่าน ในราคา 280 บาท (ปกติ 400 บาท)",""
"Privilege","รถไฟฟ้าใต้ดิน ","MRT","รับส่วนลด 30 บาท ทุกวันศุกร์ เมื่อเติมเงินหรือออกบัตรโดยสาร 300 บาทขึ้นไป","0","*545*88#","1. สงวนสิทธิ์ 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
2. สามารถรับสิทธิ์ได้เฉพาะวันศุกร์เท่านั้น <br>
3. สงวนสิทธิ์ลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 300 บาทขึ้นไป <br>
4. จำนวน 120,000 สิทธิ์ตลอดโครงการ <br>
5. ลูกค้าต้องการโทรศัพท์มากดรับสิทธิ์ ณ ห้องจำหน่ายตั๋วบนสถานีเท่านั้น และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพบันทึกหน้าจอโทรศัพท์ <br>
6. สงวนสิทธิ์ไม่ร่วมกับโปรโมชั่นอื่นๆ<br>","ไลฟ์สไตล์","PRIVILEGE","ห้องจำหน่ายตั๋วบนสถานี MRT ทุกสถานี","รับส่วนลด 30 บาท ทุกวันศุกร์ เมื่อเติมเงินหรือออกบัตรโดยสาร 300 บาทขึ้นไป",""
"Privilege","Bangkok Airways","Bangkok Airways","ห้องรับรอง บิสซินเนส คลาส เพียง 700 บาท สำหรับผู้ติดตาม","0","*545*67#","1. กรุณากดรับสิทธิ์ที่เคาน์เตอร์บริการและแสดงข้อความในโทรศัพท์เคลื่อนที่ของท่านก่อนรับสิทธิ์<br>
2. สงวนสิทธิ์เฉพาะลูกค้าเอไอเอส เซเรเนด แพลทินัมและโกลด์ เท่านั้น<br>
3. ลูกค้าเอไอเอส เซเรเนด แพลทินัมและโกลด์ สามารถกดรับสิทธิ์บริการห้องพักรับรองบิสซิเนส คลาส  (Blue Ribbon Club Lounge) ให้ผู้ติดตามได้ไม่จำกัดจำนวน<br>
4. ค่าบริการห้องรับรองชั้นบิสซิเนส คลาส รวมภาษีมูลค่าเพิ่มแล้ว และต้องชำระค่าบริการผ่านบัตรเครดิตเท่านั้น<br>
5. เงื่อนไขอื่นๆ ให้บังคับตามเงื่อนไขและข้อกำหนดมาตรฐานของสายการบิน<br>
6.  สิทธิพิเศษนี้สำหับผู้โดยสารที่เดินทางกับสายการบินบางกอกแอร์เวย์ส","ไลฟ์สไตล์","PRIVILEGE","ท่าอากาศยานสุวรรณภูมิ<br>ท่าอากาศยานสมุย<br>ท่าอากาศยานเชียงใหม่<br> ท่าอากาศยานแม่ฟ้าหลวงเชียงราย","","ผู้ติดตามเซเรเนดแพลทินัมและโกลด์ เข้าใช้ห้องรับรอง บิสซินเนส คลาส เพียง 700 บาท จากปกติ 1,000 บาท 

"
"Privilege","Alpine Golf","Alpine Golf","รับส่่วนลด 200 บาท สำหรับรถกอล์ฟ","0","*545*61*2#","1. สงวนสิทธิ์สำหรับลูกค้าเอไอเอส เซเรเนดเมท่านั้น<br>	
2. สงวนสิทธิ์ 1 หมายเลข / 2 สิทธิ์ / เดือน<br>
3. สงวนสิทธิ์ 1 สิทธิ์ / 1 คัน<br>
4. จำกัด 200 คัน / เดือน<br> ","ไลฟ์สไตล์","PRIVILEGE","สนามกอล์ฟ อัลไพน์ เชียงใหม่","","รับส่่วนลด 200 บาท สำหรับรถกอล์ฟ สนามกอล์ฟ อัลไพน์ เชียงใหม่"
"Privilege","Major Cineplex","Major Cineplex","ดูหนังราคาพิเศษ 120 บาท ทุกวันศุกร์ เสาร์ อาทิตย์","0","*545*8*00#","<br>1.สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre
<br>2.ลูกค้าต้องนำโทรศัพท์มากดรับสิทธิ์ หรือ สแกน QR Code ณ จุดจำหน่ายตั๋ว หรือตู้ E-ticket  และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์
<br>3.สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 300 บาทต่อเดือนขึ้นไป
<br>4.สงวนสิทธิ์ 1 หมายเลข / 1 สิทธิ์ / 1 เดือน
<br>5.จำกัดจำนวน 5,000 ที่นั่ง / วัน โดยแบ่งตามสัดส่วนของจำนวนลูกค้าเซเรเนด แพลทินัม โกลด์ เอมเมอรัลด์ และ ลูกค้าเอไอเอส
<br>6.ลูกค้าเอไอเอส เซเรเนด 1 หมายเลข สามารถซื้อบัตรชมภาพยนตร์ราคาพิเศษได้ 2 ที่นั่ง
<br>7.ลูกค้าเอไอเอส 1 หมายเลข สามารถซื้อบัตรชมภาพยนตร์ราคาพิเศษได้ 1 ที่นั่ง
<br>8.จำนวนสิทธิ์สูงสุดต่อคนต่อเดือน นับสิทธิ์รวมโรงภาพยนตร์ในเครือ เมเจอร์ ซีนีเพล็กซ์ และ โรงภาพยนตร์ในเครือเอส เอฟ
<br>9.สำหรับที่นั่งปกติ ในระบบฉายปกติและระบบดิจิตอลเท่านั้น
<br>10.ไม่สามารถใช้ร่วมกับโปรโมชั่นอื่นได้ เช่น Movie Day, Morning Price และ Movie at night
<br>11.สามารถรับสิทธิ์ได้ทุกวันศุกร์-เสาร์-อาทิตย์ ตั้งแต่เวลา 10.00 – 21.30 น.
<br>12.สิทธิพิเศษนี้สำหรับลูกค้า AIS, Serenade และ Serenade Group Privilege","บันเทิง","PRIVILEGE","เมเจอร์ ซีนีเพล็กซ์ ทุกสาขา","ดูหนังราคาพิเศษ 120 บาท ทุกวันศุกร์ เสาร์ อาทิตย์","รับ 2 สิทธิ์ ดูหนังราคาพิเศษ 120 บาท ทุกวันศุกร์ เสาร์ อาทิตย์"
"Privilege","SF Cinema","SF Cinema","ดูหนังราคาพิเศษ 120 บาท ทุกวันศุกร์ เสาร์ อาทิตย์","0","*545*9*777#","<br>1.สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre
<br>2. ลูกค้าต้องนำโทรศัพท์มากดรับสิทธิ์ ณ จุดจำหน่ายตั๋ว และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์
<br>3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 300 บาทต่อเดือนขึ้นไป
<br>4. สงวนสิทธิ์ 1 หมายเลข / 1 สิทธิ์ / 1 เดือน
<br>5. จำนวนจำกัด 5,000 ที่นั่ง/วัน โดยแบ่งตามสัดส่วนของจำนวนลูกค้าเซเรเนด แพลทินัม โกลด์ เอมเมอรัลด์ และ ลูกค้าเอไอเอส
<br>6. ลูกค้าเอไอเอส เซเรเนด 1 หมายเลข สามารถซื้อบัตรชมภาพยนตร์ราคาพิเศษได้ 2 ที่นั่ง
<br>7. ลูกค้าเอไอเอส 1 หมายเลข สามารถซื้อบัตรชมภาพยนตร์ราคาพิเศษได้ 1 ที่นั่ง
<br>8. จำนวนสิทธิ์สูงสุดต่อคนต่อเดือน นับสิทธิ์รวมโรงภาพยนตร์ในเครือเอส เอฟ และ โรงภาพยนตร์ในเครือ เมเจอร์ ซีนีเพล็กซ์ค
<br>9. สามารถใช้ได้กับที่นั่งประเภท DELUXE ในระบบปกติเท่านั้น และสามารถอัพเกรดเป็นที่นั่ง PREMIUM ในระบบปกติได้ หรืออัพเกรดเป็นที่นั่ง DELUXE และ PREMIUM ในระบบ 3D ได้ โดยลูกค้าจะต้องชำระเงินส่วนต่างเพิ่มตามจริงคิดจากฐานที่นั่ง DELUXE ของระบบปกติ
<br>10. สามารถรับสิทธิ์ได้ทุกวันศุกร์-เสาร์-อาทิตย์ ตั้งแต่เวลา 10.00 – 21.30 น. 
<br>11.สิทธิพิเศษนี้สำหรับลูกค้า AIS, Serenade และ Serenade Group Privilege 

","บันเทิง","PRIVILEGE","โรงภาพยนตร์ในเครือ SF ทุกสาขา (ยกเว้น Emprive’ Cineclub)","ดูหนังราคาพิเศษ 120 บาท ทุกวันศุกร์ เสาร์ อาทิตย์","รับ 2 สิทธิ์ ดูหนังราคาพิเศษ 120 บาท ทุกวันศุกร์ เสาร์ อาทิตย์"
"Privilege","Embassy Diplomat Screen by AIS","Embassy Diplomat Screen by AIS","รับส่วนลดสูงสุด 50% เมื่อซื้อบัตรชมภาพยนตร์","0","*545*619*00000#","1.กรุณากดรับสิทธิ์ต่อหน้าพนักงานพร้อมแสดงข้อความในโทรศัพท์เคลื่อนที่ของท่านก่อนรับสิทธิ์<br>
2.จำกัด 1 หมายเลข /  2 ที่นั่ง / วัน<br>
3.สำหรับสิทธิพิเศษเซเรเนดแพลทินัมรับส่วนลด 50%  จำกัด 1 หมายเลข / 1 ที่นั่ง / เดือน , จำนวนรวม 400 ที่นั่ง/เดือน หลังจากนั้นรับส่วนลด 25% ตามโปรโมชั่นปกติ<br>
4.สำหรับสิทธิพิเศษส่วนลด 25% สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 300 บาทต่อเดือนขึ้นไป
","บันเทิง","PRIVILEGE","โรงภาพยนตร์ Embassy Diplomat Screens By AIS ชั้น 6 ศูนย์การค้าเซ็นทรัล เอ็มบาสซี","รับส่วนลด 25% เมื่อซื้อบัตรชมภาพยนตร์<br>
พิเศษ! รับฟรี ขนมไหว้พระจันทร์น้องอุ่นใจ วันที่ 13 ก.ย.62 -15 ก.ย.62<br>(1 หมายเลข/1 ชิ้น/โครงการ , จำนวนรวม 100 ชิ้น/วัน) ",""
